shipment_id	transport_mode	recorded_date	recorded_time	temperature_celsius	humidity_percentage	vibration_level	spoilage_status	cargo_type	origin_location	destination_location	exposure_duration_hours	spoilage_risk_percent	remaining_shelf_life_days	pressure_kpa	door_open_count	salinity_ppt	thermal_leakage_score
TRK0636	Cold-Chain Road Truck	25/04/2025	4:45	7.2	67.2	3.2	Fresh	Meat	Kolkata	Mumbai	5.1	22.8	4.9	0	1	0	0
SEA0883	Sea Freight	07/09/2024	0:30	19	82.6	7.1	Fresh	Fruits	Kolkata Port	Felixstowe Port	462.3	22.4	10.4	0	0	36.1	0
SEA0373	Sea Freight	22/07/2025	4:10	1.2	84.7	4.5	Fresh	Meat	Kolkata Port	Hamburg Port	502.9	23.2	4.9	0	0	33.3	0
RAIL0141	Intermodal Rail	25/05/2024	17:55	4.3	53.3	2.2	Fresh	Seafood	Kolkata	Kochi	129.7	21.3	3.3	0	0	0	5.6
AIR0730	Air Freight	20/07/2026	12:05	14.9	12.6	0.8	At Risk	Fruits	Hyderabad Airport	Amsterdam Airport	44.8	27	10.2	73.1	0	0	0
AIR0071	Air Freight	14/07/2024	10:10	1.2	21	0.8	Fresh	Seafood	Chennai Airport	Amsterdam Airport	36.6	14.1	4	87	0	0	0
SEA0555	Sea Freight	01/05/2024	1:30	1.7	86.7	1.7	Fresh	Dairy	Vizag Port	Los Angeles Port	581.2	22.4	5.5	0	0	32.9	0
RAIL0088	Intermodal Rail	23/02/2025	18:00	2.4	60.1	3.6	Fresh	Dairy	Mumbai	Kochi	155	17.1	6.4	0	0	0	2
SEA0616	Sea Freight	10/09/2025	11:40	9.9	82.5	2.8	At Risk	Dairy	Chennai Port	Dubai Port	612.3	30.7	5.3	0	0	32.5	0
AIR0118	Air Freight	01/06/2025	20:05	5.7	39.1	1.5	Fresh	Vegetables	Bengaluru Airport	Hong Kong Airport	28.5	7.1	9.6	93.6	0	0	0
AIR0636	Air Freight	12/01/2024	7:00	0.4	25.2	1	Fresh	Seafood	Bengaluru Airport	Singapore Airport	27.9	18.2	3.6	79.2	0	0	0
SEA0938	Sea Freight	09/04/2025	9:15	3.3	75.5	1.7	Fresh	Dairy	Mumbai Port	Los Angeles Port	673.9	22.1	5.8	0	0	34.2	0
AIR0743	Air Freight	05/12/2025	9:20	5.5	39	0.7	Fresh	Vegetables	Delhi Airport	Amsterdam Airport	32.9	14	9.1	96.6	0	0	0
SEA0200	Sea Freight	04/05/2025	16:25	4.5	88.9	2.8	Fresh	Seafood	Chennai Port	Los Angeles Port	362.3	21.2	3.7	0	0	33.2	0
RAIL0826	Intermodal Rail	15/02/2025	13:10	-5	42	2.2	Fresh	Meat	Kolkata	Guwahati	154.4	14.4	5.6	0	0	0	9.2
TRK0816	Cold-Chain Road Truck	16/04/2025	15:40	3.4	90.7	4.4	At Risk	Flowers	Ahmedabad	Udaipur	41.4	42.8	3.7	0	6	0	0
SEA0245	Sea Freight	13/08/2024	23:00	14.3	65.8	1.4	At Risk	Vegetables	Chennai Port	Shanghai Port	660.3	30.5	8	0	0	33.5	0
RAIL0377	Intermodal Rail	14/12/2024	2:00	8.8	42.9	1	Fresh	Flowers	Guwahati	Jammu	145.5	8.9	4.9	0	0	0	0.2
SEA0240	Sea Freight	15/03/2025	5:40	4.2	95.8	1.3	At Risk	Meat	Mundra Port	Hamburg Port	551.7	30.4	4.2	0	0	38.5	0
RAIL0381	Intermodal Rail	10/04/2026	8:20	3.3	61.3	2.9	Fresh	Flowers	Delhi	Guwahati	132.6	16.5	4.4	0	0	0	2.9
RAIL0307	Intermodal Rail	16/08/2025	3:30	1.8	80.7	2.8	Fresh	Seafood	Delhi	Jaipur	134.1	21.9	3.5	0	0	0	4.2
AIR0437	Air Freight	26/05/2026	3:50	9.9	31.6	0.7	Fresh	Fruits	Chennai Airport	Hong Kong Airport	41	20.3	10.6	76.8	0	0	0
RAIL0317	Intermodal Rail	02/08/2025	4:55	6.4	54.1	2.4	Fresh	Pharmaceuticals	Guwahati	Jaipur	152.4	13.9	27.3	0	0	0	5.5
AIR0710	Air Freight	30/05/2024	7:40	1.4	23	0.8	Fresh	Meat	Hyderabad Airport	Doha Airport	47.4	18.4	5.6	85.2	0	0	0
SEA0722	Sea Freight	03/12/2024	18:55	4.4	87.4	0.5	Fresh	Dairy	Chennai Port	Dubai Port	528.6	19	6.6	0	0	32.4	0
RAIL0360	Intermodal Rail	27/03/2024	8:35	-1.9	60.6	2.7	Fresh	Meat	Mumbai	Jaipur	125.8	1	6	0	0	0	0.2
RAIL0951	Intermodal Rail	03/01/2025	11:15	3.8	81.3	2.2	Fresh	Flowers	Delhi	Chennai	132	20.9	4.3	0	0	0	5
AIR0733	Air Freight	09/08/2026	20:45	3.1	29.5	1.1	Fresh	Seafood	Mumbai Airport	Amsterdam Airport	43	20.9	3.4	89.3	0	0	0
TRK0943	Cold-Chain Road Truck	08/10/2024	12:50	6.6	62.7	2.4	Fresh	Pharmaceuticals	Hyderabad	Delhi	5.4	10.4	28	0	1	0	0
RAIL0879	Intermodal Rail	01/01/2024	2:35	2.4	51.3	2.1	Fresh	Seafood	Guwahati	Kochi	154.1	12.4	4	0	0	0	3.7
AIR0230	Air Freight	26/03/2025	11:10	1.2	33.1	1.2	Fresh	Pharmaceuticals	Kolkata Airport	Amsterdam Airport	26.8	10.4	28.4	70.5	0	0	0
AIR0043	Air Freight	22/09/2024	2:45	7.7	40.5	1.1	Fresh	Flowers	Bengaluru Airport	Dubai Airport	29.8	23.4	4.3	82.4	0	0	0
AIR0666	Air Freight	20/03/2025	8:15	7.4	33.5	0.7	Spoiled	Flowers	Mumbai Airport	Doha Airport	35.8	85.3	2.9	84.7	0	0	0
RAIL0345	Intermodal Rail	02/08/2026	9:00	3	51.1	2.2	Fresh	Dairy	Guwahati	Jammu	141.1	15.8	6.5	0	0	0	5
AIR0127	Air Freight	18/11/2025	8:30	3.1	43.3	0.3	Fresh	Pharmaceuticals	Mumbai Airport	Dubai Airport	31.6	6.5	29.2	89.4	0	0	0
SEA0906	Sea Freight	13/11/2025	11:25	0.1	86.8	1.1	Fresh	Meat	Kolkata Port	Los Angeles Port	394.5	8.1	5.3	0	0	30.7	0
TRK0302	Cold-Chain Road Truck	03/04/2024	6:15	12.8	86.7	8.3	At Risk	Vegetables	Delhi	Indore	67.2	48.3	6.8	0	8	0	0
SEA0386	Sea Freight	13/09/2025	1:35	7.3	86.9	2.6	At Risk	Flowers	Cochin Port	Shanghai Port	538	30.2	3.8	0	0	32.8	0
SEA0695	Sea Freight	07/10/2025	22:10	9	85.3	4.3	At Risk	Fruits	Cochin Port	Los Angeles Port	611.4	26.9	9.8	0	0	36.2	0
AIR0718	Air Freight	17/02/2024	3:05	7.3	30.3	0.5	At Risk	Vegetables	Hyderabad Airport	Frankfurt Airport	34.4	25.3	8.6	68.5	0	0	0
AIR0787	Air Freight	05/08/2024	14:00	6.8	17.1	1.2	Fresh	Vegetables	Mumbai Airport	Amsterdam Airport	24.3	15.9	8.6	84.5	0	0	0
RAIL0968	Intermodal Rail	03/07/2025	0:10	3.9	31.6	3.4	Fresh	Meat	Delhi	Nagpur	152.5	16.6	6	0	0	0	5.2
TRK0381	Cold-Chain Road Truck	22/08/2024	18:40	1.2	81	5.5	At Risk	Seafood	Bhopal	Kolkata	38.9	30.6	3.3	0	7	0	0
SEA0886	Sea Freight	11/01/2025	18:40	11.1	86.7	1.7	Spoiled	Flowers	Kolkata Port	Felixstowe Port	713.8	95.7	1.5	0	0	36.8	0
RAIL0886	Intermodal Rail	24/05/2026	10:25	8.7	47.9	1.7	Fresh	Pharmaceuticals	Chennai	Kochi	135.7	4.6	28.9	0	0	0	1.1
SEA0946	Sea Freight	12/08/2025	15:35	5.8	83.1	1.6	Fresh	Dairy	Mumbai Port	Shanghai Port	369.2	22.8	6.1	0	0	38.2	0
RAIL0630	Intermodal Rail	25/01/2024	9:50	2.7	58.4	1.6	Fresh	Flowers	Ahmedabad	Guwahati	146.7	18.9	4	0	0	0	5.7
AIR0722	Air Freight	21/04/2024	1:50	3.1	28.4	0.8	Fresh	Pharmaceuticals	Delhi Airport	Hong Kong Airport	40.3	13.8	27.6	87.4	0	0	0
TRK0906	Cold-Chain Road Truck	12/04/2024	8:05	6.8	45.7	4.2	Fresh	Pharmaceuticals	Indore	Surat	27.9	12.6	27.7	0	4	0	0
AIR0616	Air Freight	02/02/2025	19:50	8.6	32.2	1.3	Fresh	Pharmaceuticals	Hyderabad Airport	Doha Airport	43.9	20.1	27.1	88.4	0	0	0
AIR0843	Air Freight	25/06/2026	5:40	4.7	34.2	2.5	At Risk	Meat	Kolkata Airport	Dubai Airport	42.6	27.3	5	91.1	0	0	0
AIR0196	Air Freight	30/08/2025	1:15	9.1	27	1.3	Fresh	Vegetables	Bengaluru Airport	Amsterdam Airport	24.7	13.4	8.5	85.6	0	0	0
RAIL0330	Intermodal Rail	22/06/2026	18:15	10.9	62	2.7	Fresh	Fruits	Ahmedabad	Chennai	129.3	11.3	11.3	0	0	0	3.9
SEA0689	Sea Freight	19/04/2025	5:15	8.9	99	2	Fresh	Pharmaceuticals	Mumbai Port	Shanghai Port	437	17.7	26.9	0	0	37.8	0
AIR0818	Air Freight	24/12/2025	5:35	4.8	47.3	4.4	Fresh	Pharmaceuticals	Kolkata Airport	Doha Airport	29.1	11.4	28.1	85.4	0	0	0
RAIL0423	Intermodal Rail	02/03/2024	6:50	9.7	66	1.9	Fresh	Fruits	Mumbai	Jaipur	138.2	15	10.9	0	0	0	4.9
SEA0986	Sea Freight	21/06/2026	19:00	7	93.9	1.2	Fresh	Pharmaceuticals	Mumbai Port	Colombo Port	615.8	18.2	26.3	0	0	33.2	0
AIR0506	Air Freight	26/11/2024	2:15	3	8	1.2	Fresh	Seafood	Bengaluru Airport	London Heathrow Airport	43.2	19	3.8	92.2	0	0	0
AIR0333	Air Freight	22/01/2024	6:50	9.7	20	0.9	Fresh	Vegetables	Hyderabad Airport	Doha Airport	31	14	8.9	85.8	0	0	0
TRK0519	Cold-Chain Road Truck	20/10/2025	9:05	10.3	45.7	2.3	Fresh	Vegetables	Mumbai	Indore	4	11.6	9.2	0	1	0	0
SEA0201	Sea Freight	01/01/2024	22:55	6.2	91.1	1	At Risk	Flowers	Mundra Port	Colombo Port	571.6	29.7	4.1	0	0	35.5	0
SEA0479	Sea Freight	29/01/2026	18:25	4.8	91	1.9	Fresh	Seafood	Cochin Port	Hamburg Port	361.2	18.6	3	0	0	34.7	0
AIR0731	Air Freight	08/06/2026	12:15	7.5	24.4	0.5	At Risk	Fruits	Kolkata Airport	Doha Airport	38.4	26.5	9.8	67.9	0	0	0
AIR0088	Air Freight	05/07/2024	3:25	10.7	31.1	0.2	Fresh	Fruits	Delhi Airport	Dubai Airport	27.5	16	10.6	88.3	0	0	0
SEA0040	Sea Freight	08/10/2024	21:45	3.9	94.9	0.8	Fresh	Dairy	Kolkata Port	Dubai Port	366.7	19.4	5.8	0	0	31.3	0
SEA0603	Sea Freight	19/03/2025	14:15	12.4	90.8	2	Fresh	Pharmaceuticals	Kolkata Port	Shanghai Port	408.7	20.2	26.1	0	0	36.8	0
TRK0883	Cold-Chain Road Truck	11/04/2024	4:15	11.3	79.2	3.8	Fresh	Fruits	Pune	Mumbai	27.9	22.8	10.3	0	5	0	0
SEA0104	Sea Freight	03/06/2026	1:30	1.8	80.4	0.5	Fresh	Seafood	Kandla Port	Rotterdam Port	470.2	12.7	4	0	0	30.4	0
AIR0725	Air Freight	26/07/2025	15:35	7.6	37.6	0.8	Fresh	Fruits	Mumbai Airport	Amsterdam Airport	26.1	17.2	11.3	81.4	0	0	0
SEA0317	Sea Freight	12/08/2025	22:10	4.2	94.4	1.9	At Risk	Meat	Cochin Port	Dubai Port	546.6	27.9	4.7	0	0	33.2	0
SEA0700	Sea Freight	24/07/2026	6:40	4.1	99	2	At Risk	Seafood	Kolkata Port	Shanghai Port	468	28.9	3.3	0	0	30.6	0
RAIL0011	Intermodal Rail	24/07/2025	5:40	2	73.7	0.6	Fresh	Dairy	Guwahati	Kochi	164	18.3	6	0	0	0	1.9
RAIL0655	Intermodal Rail	03/04/2024	17:55	12.1	68.4	4	Fresh	Fruits	Mumbai	Jammu	121.5	13.3	11.5	0	0	0	2.8
TRK0655	Cold-Chain Road Truck	04/08/2025	23:40	11.1	91.5	6.2	At Risk	Fruits	Indore	Bengaluru	65.7	50	8.3	0	10	0	0
SEA0872	Sea Freight	17/06/2024	23:45	10.2	99	0.9	Spoiled	Flowers	Cochin Port	Colombo Port	509.9	90.1	2.2	0	0	32.8	0
TRK0121	Cold-Chain Road Truck	11/03/2024	9:00	0.5	78.7	2.8	Fresh	Fruits	Bengaluru	Chennai	11.8	16.9	10.2	0	2	0	0
AIR0268	Air Freight	02/04/2024	20:10	7.2	8	0.3	Fresh	Flowers	Kolkata Airport	Doha Airport	41.4	21.7	4.6	87.1	0	0	0
SEA0141	Sea Freight	21/08/2026	5:30	9.1	89.7	2.3	Fresh	Vegetables	Cochin Port	Rotterdam Port	637.6	21.8	9.1	0	0	33.7	0
AIR0405	Air Freight	08/09/2025	4:45	-0.8	23.8	0.6	Fresh	Meat	Delhi Airport	London Heathrow Airport	28.9	20	5.7	72.6	0	0	0
RAIL0140	Intermodal Rail	04/12/2024	6:55	1	78.6	2.9	Fresh	Seafood	Kolkata	Bengaluru	152.1	20.1	4	0	0	0	4.7
AIR0965	Air Freight	12/08/2024	14:00	-2.5	29.1	4.4	Fresh	Pharmaceuticals	Chennai Airport	Frankfurt Airport	47.7	13.8	27.2	84	0	0	0
SEA0339	Sea Freight	09/02/2025	23:55	0.5	92.8	1.2	Fresh	Meat	Chennai Port	Hamburg Port	402.5	22.5	5	0	0	36.1	0
AIR0841	Air Freight	03/07/2025	20:30	-6.8	17.9	1.5	Fresh	Meat	Mumbai Airport	Frankfurt Airport	27.5	15.8	5.5	83.2	0	0	0
SEA0988	Sea Freight	02/03/2026	11:40	14.1	90.9	1.9	Spoiled	Flowers	Kandla Port	Shanghai Port	454.5	95.9	2	0	0	35.5	0
SEA0105	Sea Freight	01/02/2024	0:45	10.8	94.3	1.8	Fresh	Pharmaceuticals	Kolkata Port	Jebel Ali Port	504.9	23.1	25.5	0	0	32.6	0
RAIL0937	Intermodal Rail	06/10/2025	11:10	7.6	65.8	3	Fresh	Vegetables	Ahmedabad	Jammu	142.5	10.9	9.4	0	0	0	4.6
RAIL0949	Intermodal Rail	23/01/2026	21:45	7.2	52.7	2.3	Fresh	Flowers	Ahmedabad	Jaipur	146.6	16	4.4	0	0	0	2
RAIL0614	Intermodal Rail	22/06/2025	13:10	4.1	57.9	3	Fresh	Seafood	Ahmedabad	Guwahati	166.2	18	3.1	0	0	0	5.5
TRK0583	Cold-Chain Road Truck	01/05/2026	7:15	4	91.6	5.6	At Risk	Vegetables	Udaipur	Indore	51.7	34.4	7.9	0	6	0	0
SEA0683	Sea Freight	01/04/2026	17:35	4.8	95.1	2.4	Fresh	Vegetables	Kolkata Port	Singapore Port	548.8	15.5	9.8	0	0	29.5	0
RAIL0724	Intermodal Rail	26/09/2024	1:40	2.9	52	3.1	Fresh	Pharmaceuticals	Guwahati	Nagpur	143.6	4.3	29	0	0	0	2.1
SEA0179	Sea Freight	06/01/2025	7:15	5.5	69.5	2.2	Fresh	Flowers	Mumbai Port	Hamburg Port	493.6	14.3	4.3	0	0	33.8	0
SEA0011	Sea Freight	07/02/2024	18:10	10.1	81.1	1.4	Fresh	Fruits	Mundra Port	Felixstowe Port	410.5	17.4	11.3	0	0	31.9	0
TRK0044	Cold-Chain Road Truck	18/06/2025	0:10	7	56.1	3.8	Fresh	Pharmaceuticals	Hyderabad	Chennai	19.6	9.7	28.1	0	2	0	0
AIR0184	Air Freight	07/06/2026	8:05	6	33.2	1.7	Fresh	Pharmaceuticals	Delhi Airport	London Heathrow Airport	27	11.5	27.7	87.3	0	0	0
SEA0636	Sea Freight	20/06/2024	14:25	5.4	78.4	0.2	Fresh	Pharmaceuticals	Chennai Port	Los Angeles Port	500.6	11.4	28.2	0	0	31.5	0
SEA0736	Sea Freight	13/08/2025	20:20	7	96.9	1.8	At Risk	Dairy	Mumbai Port	Singapore Port	551.8	31	5.7	0	0	34.6	0
TRK0985	Cold-Chain Road Truck	23/04/2025	11:20	0.9	84.9	4.9	Fresh	Fruits	Pune	Bhopal	18.5	21.3	9.4	0	3	0	0
RAIL0956	Intermodal Rail	10/03/2026	16:20	13.4	64.5	1	Fresh	Fruits	Delhi	Jaipur	142.8	24.9	10.2	0	0	0	6.7
RAIL0192	Intermodal Rail	18/05/2025	10:05	3.8	65.3	0.8	Fresh	Meat	Delhi	Jammu	132.4	10.7	5.1	0	0	0	2.4
SEA0432	Sea Freight	09/06/2024	12:00	10.4	80.9	1.3	Fresh	Fruits	Mundra Port	Hamburg Port	400.6	14.7	10.7	0	0	31.1	0
SEA0655	Sea Freight	04/08/2025	22:05	2.3	84.7	1.9	Fresh	Flowers	Kandla Port	Hamburg Port	652.6	23.8	4.2	0	0	33.9	0
AIR0938	Air Freight	20/03/2025	16:50	1.2	45.7	0.8	Fresh	Meat	Chennai Airport	London Heathrow Airport	27	14.8	5.5	84.5	0	0	0
SEA0962	Sea Freight	06/03/2024	16:30	7.2	90	1.4	At Risk	Flowers	Mumbai Port	Felixstowe Port	711.3	28	3.3	0	0	33.4	0
SEA0133	Sea Freight	21/07/2024	20:35	6.6	86.2	2.4	At Risk	Dairy	Vizag Port	Felixstowe Port	627.9	33.3	5.8	0	0	36	0
TRK0624	Cold-Chain Road Truck	10/03/2024	4:00	4.7	91.1	3.7	Fresh	Fruits	Chennai	Delhi	12.3	21.4	10.2	0	1	0	0
AIR0140	Air Freight	02/04/2024	9:05	0.8	34	1	Fresh	Flowers	Mumbai Airport	Hong Kong Airport	32.5	23.1	4.4	70.1	0	0	0
TRK0637	Cold-Chain Road Truck	10/09/2025	11:35	2.9	63.9	4.7	At Risk	Dairy	Pune	Nashik	25.2	26.4	5.9	0	3	0	0
RAIL0843	Intermodal Rail	04/10/2025	14:00	-3	37.5	2.7	Fresh	Seafood	Kolkata	Nagpur	130.7	11.9	3.6	0	0	0	8.5
AIR0032	Air Freight	22/04/2024	18:00	3.1	8	1	Fresh	Vegetables	Hyderabad Airport	Doha Airport	42.9	16.1	9.4	79.6	0	0	0
SEA0827	Sea Freight	22/02/2024	16:50	6.1	77.9	1.8	At Risk	Flowers	Chennai Port	Dubai Port	635.2	25.8	4.8	0	0	36.3	0
AIR0330	Air Freight	08/02/2025	8:30	1	16.1	0.8	Fresh	Seafood	Hyderabad Airport	Doha Airport	44.9	23.9	4	86	0	0	0
TRK0664	Cold-Chain Road Truck	09/02/2026	4:45	4.7	67.5	5.7	At Risk	Meat	Hyderabad	Indore	61.2	47.1	4.8	0	7	0	0
RAIL0334	Intermodal Rail	03/05/2025	16:15	2.7	66.9	2.1	Fresh	Meat	Guwahati	Bengaluru	120.8	10.1	5	0	0	0	4.7
SEA0585	Sea Freight	30/10/2025	14:15	-0.2	93.5	1.6	At Risk	Meat	Vizag Port	Jebel Ali Port	502.4	32.5	5	0	0	40	0
RAIL0044	Intermodal Rail	26/05/2024	2:55	11.5	70.2	4	Fresh	Fruits	Ahmedabad	Chennai	120.1	18	9.9	0	0	0	4.4
TRK0002	Cold-Chain Road Truck	28/11/2025	19:40	9.5	82.9	1.7	At Risk	Vegetables	Chennai	Bengaluru	12.9	25.9	8.4	0	2	0	0
SEA0937	Sea Freight	08/08/2024	15:25	6.4	86.6	1.9	Fresh	Pharmaceuticals	Vizag Port	Dubai Port	420.4	7.8	28.6	0	0	29.5	0
TRK0172	Cold-Chain Road Truck	07/08/2024	14:10	3.5	49.9	4.3	At Risk	Dairy	Delhi	Jaipur	46.5	31.8	5.7	0	6	0	0
RAIL0637	Intermodal Rail	15/09/2025	0:10	9.5	48.6	1.5	Fresh	Fruits	Chennai	Kochi	163.3	16.5	11.2	0	0	0	5.4
SEA0346	Sea Freight	22/10/2025	7:55	0	91	1.3	Fresh	Seafood	Mundra Port	Singapore Port	382.8	14.4	3.9	0	0	33.1	0
AIR0456	Air Freight	29/05/2026	10:15	-0.6	8.1	1.1	Fresh	Flowers	Chennai Airport	London Heathrow Airport	46.6	13	5	89.8	0	0	0
TRK0884	Cold-Chain Road Truck	30/05/2026	17:35	7.5	76.9	7.2	Spoiled	Meat	Lucknow	Bengaluru	65.8	86.1	3.1	0	8	0	0
TRK0290	Cold-Chain Road Truck	04/05/2024	8:05	5.3	65	3.9	At Risk	Dairy	Udaipur	Ahmedabad	22.1	27.2	5.8	0	3	0	0
TRK0437	Cold-Chain Road Truck	11/11/2025	11:55	6.4	50.8	7.9	At Risk	Flowers	Surat	Delhi	70.4	50.1	4	0	8	0	0
SEA0559	Sea Freight	11/02/2026	19:50	4.9	89	1.4	Fresh	Vegetables	Mundra Port	Shanghai Port	374.1	9.6	9.6	0	0	30.5	0
SEA0665	Sea Freight	01/01/2025	11:00	8.5	73.7	0.8	Fresh	Fruits	Vizag Port	Colombo Port	716.1	22.8	10.7	0	0	31.1	0
TRK0665	Cold-Chain Road Truck	27/01/2026	19:40	6.6	85.4	5.2	Fresh	Vegetables	Jaipur	Nashik	28.8	23.8	8.5	0	4	0	0
SEA0196	Sea Freight	07/02/2024	22:20	2.5	96.2	1.3	At Risk	Seafood	Cochin Port	Shanghai Port	513.7	27.9	3.2	0	0	34.2	0
AIR0067	Air Freight	25/04/2024	7:55	1.9	25.5	1	Fresh	Pharmaceuticals	Hyderabad Airport	Dubai Airport	45.3	17.9	27	84.2	0	0	0
TRK0140	Cold-Chain Road Truck	11/12/2024	22:25	9	89.3	3.3	At Risk	Vegetables	Bengaluru	Chennai	28.5	26	8.4	0	4	0	0
AIR0802	Air Freight	15/05/2024	1:10	6.9	26.9	0.7	At Risk	Dairy	Kolkata Airport	Singapore Airport	46.2	29	5.8	80.5	0	0	0
TRK0520	Cold-Chain Road Truck	05/01/2025	6:40	7.7	83	5.4	At Risk	Flowers	Ahmedabad	Delhi	44	42.2	3.7	0	5	0	0
AIR0970	Air Freight	06/08/2026	11:20	2.6	12.2	4.2	Fresh	Vegetables	Kolkata Airport	Doha Airport	45.2	18.6	8.9	88.2	0	0	0
SEA0044	Sea Freight	27/10/2025	1:15	17.3	91.1	0.9	At Risk	Fruits	Cochin Port	Felixstowe Port	594.9	30.1	10.1	0	0	35.2	0
TRK0092	Cold-Chain Road Truck	01/06/2025	20:35	1.4	93.1	2.9	Fresh	Vegetables	Kolkata	Lucknow	7.9	21.5	7.9	0	1	0	0
RAIL0183	Intermodal Rail	06/09/2024	18:45	-1	59.5	2.4	Fresh	Meat	Guwahati	Jammu	155.8	8.9	5.8	0	0	0	2.1
RAIL0563	Intermodal Rail	10/12/2024	5:30	0.8	88.3	1.6	Fresh	Seafood	Mumbai	Bengaluru	133.8	22.5	3.2	0	0	0	5.1
TRK0082	Cold-Chain Road Truck	01/09/2024	12:35	3.4	54.6	5.9	Fresh	Vegetables	Delhi	Mumbai	44.5	23.7	8.5	0	5	0	0
AIR0637	Air Freight	21/01/2026	23:35	9.9	44.7	1	Fresh	Vegetables	Bengaluru Airport	Frankfurt Airport	25.9	15.6	8.6	90	0	0	0
AIR0237	Air Freight	19/03/2026	17:05	3.6	35.5	3	Fresh	Meat	Mumbai Airport	Frankfurt Airport	37.3	22.9	4.5	87.7	0	0	0
TRK0193	Cold-Chain Road Truck	30/05/2026	15:00	6.7	86.8	3.3	Fresh	Meat	Mumbai	Hyderabad	2.2	24.2	4.8	0	1	0	0
TRK0798	Cold-Chain Road Truck	21/05/2024	7:25	-0.9	88.7	2.1	At Risk	Seafood	Surat	Hyderabad	15.5	27.7	3.2	0	2	0	0
SEA0107	Sea Freight	21/04/2025	2:05	7.6	85.3	0.5	Fresh	Vegetables	Kandla Port	Hamburg Port	377.2	20.1	8.9	0	0	34	0
SEA0519	Sea Freight	26/05/2025	0:15	11.3	88.3	1.8	Fresh	Fruits	Chennai Port	Rotterdam Port	669.2	24.9	10.2	0	0	29.6	0
SEA0485	Sea Freight	21/05/2024	20:50	1.8	86.3	6.3	Fresh	Dairy	Kandla Port	Felixstowe Port	603.7	18.6	6.4	0	0	30.1	0
RAIL0722	Intermodal Rail	12/02/2024	13:30	3	62.1	2.7	Fresh	Flowers	Chennai	Jammu	153.6	18.6	4.9	0	0	0	5.7
TRK0053	Cold-Chain Road Truck	11/06/2024	11:45	3	62.2	5.2	At Risk	Dairy	Bengaluru	Pune	58.9	38.9	5.3	0	10	0	0
SEA0943	Sea Freight	13/09/2024	8:30	9.9	93.7	2.2	Fresh	Fruits	Kolkata Port	Felixstowe Port	453.6	21.8	10	0	0	38.1	0
TRK0043	Cold-Chain Road Truck	09/01/2025	22:20	10.9	92.3	5.9	At Risk	Fruits	Chennai	Ahmedabad	57.5	35.8	9.4	0	11	0	0
SEA0002	Sea Freight	26/07/2024	21:55	2.7	87.6	2.8	Fresh	Flowers	Cochin Port	Felixstowe Port	542.3	23.5	3.9	0	0	31.1	0
SEA0077	Sea Freight	14/02/2025	19:25	6.6	92.3	2.9	Fresh	Vegetables	Kandla Port	Singapore Port	378.2	20.3	8.7	0	0	34.7	0
TRK0183	Cold-Chain Road Truck	07/09/2025	16:40	12.8	85.7	4.2	Fresh	Fruits	Surat	Jaipur	16.9	20.7	10.4	0	2	0	0
AIR0989	Air Freight	06/06/2026	23:10	3.1	26.2	0.2	Fresh	Vegetables	Delhi Airport	Singapore Airport	47.5	15.9	8.7	89.5	0	0	0
AIR0395	Air Freight	20/08/2024	3:35	-5.1	26.5	0.7	Fresh	Seafood	Kolkata Airport	Hong Kong Airport	35.8	17.2	3.7	94.7	0	0	0
TRK0040	Cold-Chain Road Truck	04/03/2024	19:10	1.6	75.2	6.8	At Risk	Meat	Nashik	Kolkata	61.5	46.9	4.7	0	10	0	0
SEA0456	Sea Freight	25/02/2026	10:00	2.5	89.1	5.1	Fresh	Seafood	Kandla Port	Singapore Port	472.3	17.8	3.4	0	0	30.6	0
SEA0377	Sea Freight	16/07/2025	22:10	3.2	90.1	2.6	Fresh	Flowers	Mundra Port	Colombo Port	482.4	21.3	4.2	0	0	34.7	0
RAIL0440	Intermodal Rail	18/05/2024	9:35	0.6	84.3	2.3	Fresh	Dairy	Guwahati	Kochi	120.2	18.5	6	0	0	0	7
RAIL0502	Intermodal Rail	14/09/2024	0:55	10.2	44.9	1.5	Fresh	Fruits	Kolkata	Bengaluru	141.5	14.6	11	0	0	0	4.7
SEA0836	Sea Freight	23/07/2025	1:25	16.2	82.8	1.8	At Risk	Fruits	Chennai Port	Los Angeles Port	658.9	30.8	9.6	0	0	33.2	0
TRK0229	Cold-Chain Road Truck	14/01/2024	19:40	-0.2	82.5	6.4	Spoiled	Seafood	Nashik	Bhopal	68	55.4	3.2	0	8	0	0
AIR0840	Air Freight	18/10/2025	20:30	3.2	18.9	0.9	Fresh	Meat	Bengaluru Airport	Amsterdam Airport	40.1	16.9	4.9	91.2	0	0	0
TRK0666	Cold-Chain Road Truck	28/01/2025	2:50	3.3	54.4	4.9	Fresh	Pharmaceuticals	Bhopal	Mumbai	26.7	8.6	28.4	0	3	0	0
TRK0283	Cold-Chain Road Truck	16/06/2025	7:40	7.8	49.5	5.6	At Risk	Vegetables	Chennai	Udaipur	38.6	28.8	8.2	0	7	0	0
RAIL0842	Intermodal Rail	13/03/2026	8:40	1.8	69.1	2.6	Fresh	Seafood	Ahmedabad	Bengaluru	158.6	23.9	3	0	0	0	3.8
RAIL0358	Intermodal Rail	06/03/2026	20:30	3.3	83.9	3	Fresh	Meat	Chennai	Nagpur	121.7	21.2	5.5	0	0	0	5.6
